Time stamp;Hartham GS;Walkern Mill;Aston pump house;Frogmore;Watton at Stone
13.02.1989;0,344;0;0,01;0,012;0,024
14.02.1989;0,34;0;0,01;0,011;0,023
15.02.1989;0,348;0;0,01;0,012;0,025
16.02.1989;0,348;0;0,01;0,012;0,025
17.02.1989;0,462;0,022;0,021;0,031;0,046
18.02.1989;0,509;0,034;0,025;0,039;0,055
19.02.1989;0,436;0,015;0,018;0,027;0,041
20.02.1989;0,387;0,003;0,014;0,019;0,032
21.02.1989;0,361;0;0,012;0,014;0,027
22.02.1989;0,384;0,002;0,014;0,018;0,032
23.02.1989;0,368;0;0,012;0,015;0,029
24.02.1989;0,382;0,002;0,013;0,018;0,031
25.02.1989;0,838;0,116;0,055;0,093;0,115
26.02.1989;3,16;0,702;0,265;0,473;0,544
27.02.1989;1,68;0,329;0,131;0,231;0,271
28.02.1989;0,744;0,093;0,046;0,077;0,098
01.03.1989;0,529;0,039;0,027;0,042;0,058
02.03.1989;0,551;0,044;0,029;0,045;0,062
03.03.1989;0,486;0,028;0,023;0,035;0,05
04.03.1989;0,47;0,024;0,021;0,032;0,047
05.03.1989;0,44;0,016;0,019;0,027;0,042
06.03.1989;0,402;0,007;0,015;0,021;0,035
07.03.1989;0,384;0,002;0,014;0,018;0,032
08.03.1989;0,385;0,002;0,014;0,018;0,032
09.03.1989;0,377;0;0,013;0,017;0,03
10.03.1989;0,421;0,011;0,017;0,024;0,038
11.03.1989;0,443;0,017;0,019;0,028;0,042
12.03.1989;0,453;0,019;0,02;0,029;0,044
13.03.1989;0,403;0,007;0,015;0,021;0,035
14.03.1989;0,563;0,047;0,03;0,047;0,065
15.03.1989;0,604;0,057;0,034;0,054;0,072
16.03.1989;2,73;0,593;0,226;0,403;0,464
17.03.1989;1,78;0,354;0,14;0,247;0,289
18.03.1989;0,805;0,108;0,052;0,087;0,109
19.03.1989;0,605;0,058;0,034;0,054;0,072
20.03.1989;0,715;0,085;0,044;0,072;0,093
21.03.1989;0,972;0,15;0,067;0,115;0,14
22.03.1989;0,63;0,064;0,036;0,058;0,077
23.03.1989;0,525;0,038;0,026;0,041;0,058
24.03.1989;0,524;0,037;0,026;0,041;0,057
25.03.1989;0,486;0,028;0,023;0,035;0,05
26.03.1989;0,469;0,023;0,021;0,032;0,047
27.03.1989;0,462;0,022;0,021;0,031;0,046
28.03.1989;0,437;0,015;0,018;0,027;0,041
29.03.1989;0,428;0,013;0,018;0,025;0,04
30.03.1989;0,42;0,011;0,017;0,024;0,038
31.03.1989;0,424;0,012;0,017;0,025;0,039
01.04.1989;0,462;0,022;0,021;0,031;0,046
02.04.1989;0,932;0,14;0,063;0,108;0,133
03.04.1989;0,632;0,065;0,036;0,059;0,077
04.04.1989;0,54;0,041;0,028;0,044;0,06
05.04.1989;1,2;0,208;0,088;0,152;0,182
06.04.1989;1,76;0,349;0,138;0,244;0,285
07.04.1989;1,8;0,359;0,142;0,25;0,293
08.04.1989;0,819;0,112;0,053;0,089;0,112
09.04.1989;0,618;0,061;0,035;0,056;0,075
10.04.1989;0,598;0,056;0,033;0,053;0,071
11.04.1989;1,32;0,238;0,098;0,172;0,204
12.04.1989;1,09;0,18;0,078;0,134;0,162
13.04.1989;0,791;0,105;0,05;0,085;0,107
14.04.1989;0,594;0,055;0,033;0,053;0,07
15.04.1989;0,552;0,044;0,029;0,046;0,063
16.04.1989;0,527;0,038;0,027;0,042;0,058
17.04.1989;0,493;0,029;0,023;0,036;0,052
18.04.1989;0,479;0,026;0,022;0,034;0,049
19.04.1989;0,461;0,021;0,021;0,031;0,046
20.04.1989;0,446;0,018;0,019;0,028;0,043
21.04.1989;0,457;0,02;0,02;0,03;0,045
22.04.1989;0,467;0,023;0,021;0,032;0,047
23.04.1989;0,466;0,023;0,021;0,032;0,047
24.04.1989;0,946;0,144;0,065;0,11;0,135
25.04.1989;2,13;0,442;0,172;0,304;0,354
26.04.1989;0,978;0,152;0,067;0,115;0,141
27.04.1989;3,23;0,719;0,271;0,485;0,556
28.04.1989;1,27;0,225;0,094;0,163;0,195
29.04.1989;0,787;0,104;0,05;0,084;0,106
30.04.1989;0,655;0,07;0,038;0,063;0,082
01.05.1989;0,665;0,073;0,039;0,064;0,083
02.05.1989;0,604;0,057;0,034;0,054;0,072
03.05.1989;0,577;0,051;0,031;0,05;0,067
04.05.1989;0,524;0,037;0,026;0,041;0,057
05.05.1989;0,519;0,036;0,026;0,04;0,057
06.05.1989;0,528;0,038;0,027;0,042;0,058
07.05.1989;0,507;0,033;0,025;0,038;0,054
08.05.1989;0,481;0,026;0,022;0,034;0,049
09.05.1989;0,474;0,025;0,022;0,033;0,048
10.05.1989;0,467;0,023;0,021;0,032;0,047
11.05.1989;0,473;0,024;0,022;0,033;0,048
12.05.1989;0,473;0,024;0,022;0,033;0,048
13.05.1989;0,49;0,029;0,023;0,035;0,051
14.05.1989;0,476;0,025;0,022;0,033;0,049
15.05.1989;0,443;0,017;0,019;0,028;0,042
16.05.1989;0,438;0,016;0,018;0,027;0,042
17.05.1989;0,438;0,016;0,018;0,027;0,042
18.05.1989;0,433;0,014;0,018;0,026;0,041
19.05.1989;0,437;0,015;0,018;0,027;0,041
20.05.1989;0,447;0,018;0,019;0,028;0,043
21.05.1989;0,454;0,02;0,02;0,03;0,045
22.05.1989;0,418;0,011;0,017;0,024;0,038
23.05.1989;0,513;0,035;0,025;0,039;0,055
24.05.1989;0,51;0,034;0,025;0,039;0,055
25.05.1989;0,438;0,016;0,018;0,027;0,042
26.05.1989;0,415;0,01;0,016;0,023;0,037
27.05.1989;0,429;0,013;0,018;0,025;0,04
28.05.1989;0,423;0,012;0,017;0,024;0,039
29.05.1989;0,419;0,011;0,017;0,024;0,038
30.05.1989;0,391;0,004;0,014;0,019;0,033
31.05.1989;0,391;0,004;0,014;0,019;0,033
01.06.1989;0,406;0,008;0,016;0,022;0,036
02.06.1989;0,402;0,007;0,015;0,021;0,035
03.06.1989;0,419;0,011;0,017;0,024;0,038
04.06.1989;0,406;0,008;0,016;0,022;0,036
05.06.1989;0,383;0,002;0,013;0,018;0,031
06.06.1989;0,466;0,023;0,021;0,032;0,047
07.06.1989;0,489;0,028;0,023;0,035;0,051
08.06.1989;0,424;0,012;0,017;0,025;0,039
09.06.1989;0,414;0,01;0,016;0,023;0,037
10.06.1989;0,415;0,01;0,016;0,023;0,037
11.06.1989;0,403;0,007;0,015;0,021;0,035
12.06.1989;0,372;0;0,013;0,016;0,029
13.06.1989;0,363;0;0,012;0,015;0,028
14.06.1989;0,365;0;0,012;0,015;0,028
15.06.1989;0,357;0;0,011;0,014;0,027
16.06.1989;0,356;0;0,011;0,013;0,026
17.06.1989;0,373;0;0,013;0,016;0,03
18.06.1989;0,372;0;0,013;0,016;0,029
19.06.1989;0,348;0;0,01;0,012;0,025
20.06.1989;0,343;0;0,01;0,011;0,024
21.06.1989;0,336;0;0,009;0,01;0,023
22.06.1989;0,342;0;0,01;0,011;0,024
23.06.1989;0,337;0;0,009;0,01;0,023
24.06.1989;0,352;0;0,011;0,013;0,026
25.06.1989;0,348;0;0,01;0,012;0,025
26.06.1989;0,339;0;0,01;0,011;0,023
27.06.1989;0,376;0;0,013;0,017;0,03
28.06.1989;0,36;0;0,011;0,014;0,027
29.06.1989;0,477;0,025;0,022;0,033;0,049
30.06.1989;0,394;0,005;0,014;0,02;0,033
01.07.1989;0,435;0,015;0,018;0,026;0,041
02.07.1989;0,389;0,003;0,014;0,019;0,033
03.07.1989;0,338;0;0,009;0,011;0,023
04.07.1989;0,324;0;0,008;0,008;0,021
05.07.1989;0,341;0;0,01;0,011;0,024
06.07.1989;0,397;0,005;0,015;0,02;0,034
07.07.1989;1,03;0,165;0,072;0,124;0,151
08.07.1989;0,9;0,132;0,06;0,103;0,127
09.07.1989;1,02;0,162;0,071;0,122;0,149
10.07.1989;0,472;0,024;0,022;0,033;0,048
11.07.1989;0,396;0,005;0,015;0,02;0,034
12.07.1989;0,369;0;0,012;0,016;0,029
13.07.1989;0,352;0;0,011;0,013;0,026
14.07.1989;0,344;0;0,01;0,012;0,024
15.07.1989;0,36;0;0,011;0,014;0,027
16.07.1989;0,355;0;0,011;0,013;0,026
17.07.1989;0,325;0;0,008;0,008;0,021
18.07.1989;0,317;0;0,008;0,007;0,019
19.07.1989;0,311;0;0,007;0,006;0,018
20.07.1989;0,304;0;0,006;0,005;0,017
21.07.1989;0,302;0;0,006;0,005;0,016
22.07.1989;0,32;0;0,008;0,008;0,02
23.07.1989;0,315;0;0,007;0,007;0,019
24.07.1989;0,31;0;0,007;0,006;0,018
25.07.1989;0,307;0;0,007;0,005;0,017
26.07.1989;0,282;0;0,004;0,001;0,013
27.07.1989;0,276;0;0,004;0;0,012
28.07.1989;0,273;0;0,004;0;0,011
29.07.1989;0,293;0;0,005;0,003;0,015
30.07.1989;0,366;0;0,012;0,015;0,028
31.07.1989;0,343;0;0,01;0,011;0,024
01.08.1989;0,335;0;0,009;0,01;0,023
02.08.1989;0,293;0;0,005;0,003;0,015
03.08.1989;0,288;0;0,005;0,002;0,014
04.08.1989;0,273;0;0,004;0;0,011
05.08.1989;0,286;0;0,005;0,002;0,014
06.08.1989;0,287;0;0,005;0,002;0,014
07.08.1989;0,269;0;0,003;0;0,01
08.08.1989;0,274;0;0,004;0;0,011
09.08.1989;0,27;0;0,003;0;0,011
10.08.1989;0,344;0;0,01;0,012;0,024
11.08.1989;0,346;0;0,01;0,012;0,025
12.08.1989;0,322;0;0,008;0,008;0,02
13.08.1989;0,32;0;0,008;0,008;0,02
14.08.1989;0,354;0;0,011;0,013;0,026
15.08.1989;0,36;0;0,011;0,014;0,027
16.08.1989;0,358;0;0,011;0,014;0,027
17.08.1989;0,293;0;0,005;0,003;0,015
18.08.1989;0,277;0;0,004;0,001;0,012
19.08.1989;0,286;0;0,005;0,002;0,014
20.08.1989;0,279;0;0,004;0,001;0,012
21.08.1989;0,259;0;0,002;0;0,009
22.08.1989;0,249;0;0,001;0;0,007
23.08.1989;0,253;0;0,002;0;0,007
24.08.1989;0,251;0;0,002;0;0,007
25.08.1989;0,265;0;0,003;0;0,01
26.08.1989;0,342;0;0,01;0,011;0,024
27.08.1989;0,317;0;0,008;0,007;0,019
28.08.1989;0,291;0;0,005;0,003;0,014
29.08.1989;0,285;0;0,005;0,002;0,013
30.08.1989;0,254;0;0,002;0;0,008
31.08.1989;0,25;0;0,001;0;0,007
01.09.1989;0,267;0;0,003;0;0,01
02.09.1989;0,278;0;0,004;0,001;0,012
03.09.1989;0,267;0;0,003;0;0,01
04.09.1989;0,351;0;0,011;0,013;0,026
05.09.1989;0,336;0;0,009;0,01;0,023
06.09.1989;0,261;0;0,002;0;0,009
07.09.1989;0,256;0;0,002;0;0,008
08.09.1989;0,258;0;0,002;0;0,008
09.09.1989;0,271;0;0,003;0;0,011
10.09.1989;0,271;0;0,003;0;0,011
11.09.1989;0,257;0;0,002;0;0,008
12.09.1989;0,463;0,022;0,021;0,031;0,046
13.09.1989;0,413;0,009;0,016;0,023;0,037
14.09.1989;0,339;0;0,01;0,011;0,023
15.09.1989;0,35;0;0,011;0,013;0,025
16.09.1989;0,312;0;0,007;0,006;0,018
17.09.1989;0,344;0;0,01;0,012;0,024
18.09.1989;0,31;0;0,007;0,006;0,018
19.09.1989;0,26;0;0,002;0;0,009
20.09.1989;0,257;0;0,002;0;0,008
21.09.1989;0,252;0;0,002;0;0,007
22.09.1989;0,264;0;0,003;0;0,009
23.09.1989;0,267;0;0,003;0;0,01
24.09.1989;0,269;0;0,003;0;0,01
25.09.1989;0,247;0;0,001;0;0,006
26.09.1989;0,25;0;0,001;0;0,007
27.09.1989;0,257;0;0,002;0;0,008
28.09.1989;0,274;0;0,004;0;0,011
29.09.1989;0,243;0;0,001;0;0,006
30.09.1989;0,257;0;0,002;0;0,008
01.10.1989;0,27;0;0,003;0;0,011
02.10.1989;0,247;0;0,001;0;0,006
03.10.1989;0,238;0;0;0;0,005
04.10.1989;0,219;0;0;0;0,001
05.10.1989;0,221;0;0;0;0,002
06.10.1989;0,219;0;0;0;0,001
07.10.1989;0,239;0;0;0;0,005
08.10.1989;0,252;0;0,002;0;0,007
09.10.1989;0,238;0;0;0;0,005
10.10.1989;0,243;0;0,001;0;0,006
10.11.1989;0,238;0;0;0;0,005
10.12.1989;0,234;0;0;0;0,004
13.10.1989;0,232;0;0;0;0,004
14.10.1989;0,254;0;0,002;0;0,008
15.10.1989;0,249;0;0,001;0;0,007
16.10.1989;0,246;0;0,001;0;0,006
17.10.1989;0,241;0;0,001;0;0,005
18.10.1989;0,237;0;0;0;0,005
19.10.1989;0,29;0;0,005;0,003;0,014
20.10.1989;0,555;0,045;0,029;0,046;0,063
21.10.1989;0,596;0,055;0,033;0,053;0,071
22.10.1989;0,337;0;0,009;0,01;0,023
23.10.1989;0,291;0;0,005;0,003;0,014
24.10.1989;0,25;0;0,001;0;0,007
25.10.1989;0,265;0;0,003;0;0,01
26.10.1989;0,282;0;0,004;0,001;0,013
27.10.1989;0,293;0;0,005;0,003;0,015
28.10.1989;0,356;0;0,011;0,013;0,026
29.10.1989;0,503;0,032;0,024;0,038;0,054
30.10.1989;0,341;0;0,01;0,011;0,024
31.10.1989;0,298;0;0,006;0,004;0,016
01.11.1989;0,28;0;0,004;0,001;0,012
02.11.1989;0,502;0,032;0,024;0,037;0,053
03.11.1989;0,47;0,024;0,021;0,032;0,047
04.11.1989;0,352;0;0,011;0,013;0,026
05.11.1989;0,299;0;0,006;0,004;0,016
06.11.1989;0,268;0;0,003;0;0,01
07.11.1989;0,259;0;0,002;0;0,009
08.11.1989;0,432;0,014;0,018;0,026;0,04
09.11.1989;0,422;0,012;0,017;0,024;0,039
11.10.1989;0,411;0,009;0,016;0,023;0,037
11.11.1989;0,367;0;0,012;0,015;0,028
11.12.1989;0,323;0;0,008;0,008;0,02
13.11.1989;0,286;0;0,005;0,002;0,014
14.11.1989;0,277;0;0,004;0,001;0,012
15.11.1989;0,272;0;0,003;0;0,011
16.11.1989;0,272;0;0,003;0;0,011
17.11.1989;0,248;0;0,001;0;0,007
18.11.1989;0,259;0;0,002;0;0,009
19.11.1989;0,254;0;0,002;0;0,008
20.11.1989;0,253;0;0,002;0;0,007
21.11.1989;0,255;0;0,002;0;0,008
22.11.1989;0,228;0;0;0;0,003
23.11.1989;0,23;0;0;0;0,003
24.11.1989;0,231;0;0;0;0,003
25.11.1989;0,237;0;0;0;0,005
26.11.1989;0,251;0;0,002;0;0,007
27.11.1989;0,233;0;0;0;0,004
28.11.1989;0,233;0;0;0;0,004
29.11.1989;0,23;0;0;0;0,003
30.11.1989;0,23;0;0;0;0,003
01.12.1989;0,241;0;0,001;0;0,005
02.12.1989;0,258;0;0,002;0;0,008
03.12.1989;0,258;0;0,002;0;0,008
04.12.1989;0,24;0;0,001;0;0,005
05.12.1989;0,239;0;0;0;0,005
06.12.1989;0,241;0;0,001;0;0,005
07.12.1989;0,241;0;0,001;0;0,005
08.12.1989;0,24;0;0,001;0;0,005
09.12.1989;0,262;0;0,003;0;0,009
12.10.1989;0,262;0;0,003;0;0,009
12.11.1989;0,256;0;0,002;0;0,008
12.12.1989;0,383;0,002;0,013;0,018;0,031
13.12.1989;0,737;0,091;0,046;0,076;0,097
14.12.1989;1,38;0,253;0,104;0,181;0,215
15.12.1989;0,63;0,064;0,036;0,058;0,077
16.12.1989;1,45;0,271;0,11;0,193;0,228
17.12.1989;0,88;0,127;0,059;0,099;0,123
18.12.1989;0,947;0,144;0,065;0,11;0,135
19.12.1989;1,11;0,185;0,079;0,137;0,165
20.12.1989;3,12;0,692;0,261;0,467;0,536
21.12.1989;4,85;1,128;0,418;0,751;0,855
22.12.1989;1,21;0,21;0,088;0,154;0,184
23.12.1989;0,894;0,131;0,06;0,102;0,126
24.12.1989;0,729;0,089;0,045;0,075;0,095
25.12.1989;0,849;0,119;0,056;0,094;0,117
26.12.1989;0,633;0,065;0,036;0,059;0,078
27.12.1989;0,542;0,042;0,028;0,044;0,061
28.12.1989;0,505;0,033;0,025;0,038;0,054
29.12.1989;0,483;0,027;0,023;0,034;0,05
30.12.1989;0,466;0,023;0,021;0,032;0,047
31.12.1989;0,449;0,018;0,019;0,029;0,044
01.01.1990;0,444;0,017;0,019;0,028;0,043
02.01.1990;0,453;0,019;0,02;0,029;0,044
03.01.1990;0,417;0,01;0,017;0,023;0,038
04.01.1990;0,409;0,008;0,016;0,022;0,036
05.01.1990;0,409;0,008;0,016;0,022;0,036
06.01.1990;0,645;0,068;0,037;0,061;0,08
07.01.1990;0,837;0,116;0,055;0,092;0,115
08.01.1990;0,535;0,04;0,027;0,043;0,059
09.01.1990;0,47;0,024;0,021;0,032;0,047
10.01.1990;0,463;0,022;0,021;0,031;0,046
11.01.1990;0,43;0,014;0,018;0,026;0,04
12.01.1990;0,486;0,028;0,023;0,035;0,05
13.01.1990;0,5;0,031;0,024;0,037;0,053
14.01.1990;0,459;0,021;0,02;0,03;0,045
15.01.1990;0,455;0,02;0,02;0,03;0,045
16.01.1990;0,434;0,015;0,018;0,026;0,041
17.01.1990;0,436;0,015;0,018;0,027;0,041
18.01.1990;0,415;0,01;0,016;0,023;0,037
19.01.1990;0,409;0,008;0,016;0,022;0,036
20.01.1990;0,424;0,012;0,017;0,025;0,039
21.01.1990;0,428;0,013;0,018;0,025;0,04
22.01.1990;0,487;0,028;0,023;0,035;0,051
23.01.1990;1,06;0,172;0,075;0,129;0,156
24.01.1990;0,717;0,086;0,044;0,073;0,093
25.01.1990;0,999;0,157;0,069;0,119;0,145
26.01.1990;0,747;0,094;0,046;0,078;0,099
27.01.1990;0,618;0,061;0,035;0,056;0,075
28.01.1990;0,926;0,139;0,063;0,107;0,132
29.01.1990;0,693;0,08;0,042;0,069;0,089
30.01.1990;1,16;0,198;0,084;0,145;0,175
31.01.1990;2,6;0,561;0,214;0,382;0,44
01.02.1990;1,62;0,314;0,126;0,221;0,26
02.02.1990;2,14;0,445;0,173;0,306;0,355
03.02.1990;6;1,418;0,522;0,939;1,067
04.02.1990;3,05;0,674;0,255;0,455;0,523
05.02.1990;1,23;0,215;0,09;0,157;0,188
06.02.1990;0,913;0,135;0,062;0,105;0,129
07.02.1990;3,15;0,699;0,264;0,472;0,542
08.02.1990;2,41;0,513;0,197;0,35;0,405
09.02.1990;1,14;0,193;0,082;0,142;0,171
10.02.1990;0,93;0,14;0,063;0,108;0,132
11.02.1990;1,06;0,172;0,075;0,129;0,156
12.02.1990;1,26;0,223;0,093;0,162;0,193
13.02.1990;0,996;0,156;0,069;0,118;0,144
14.02.1990;0,962;0,148;0,066;0,113;0,138
15.02.1990;1,2;0,208;0,088;0,152;0,182
16.02.1990;0,876;0,126;0,058;0,099;0,122
17.02.1990;0,783;0,103;0,05;0,084;0,105
18.02.1990;0,752;0,095;0,047;0,078;0,099
19.02.1990;0,705;0,083;0,043;0,071;0,091
20.02.1990;0,716;0,086;0,044;0,073;0,093
21.02.1990;0,774;0,1;0,049;0,082;0,104
22.02.1990;0,701;0,082;0,042;0,07;0,09
23.02.1990;0,676;0,076;0,04;0,066;0,085
24.02.1990;0,68;0,077;0,04;0,067;0,086
25.02.1990;0,725;0,088;0,044;0,074;0,094
26.02.1990;0,882;0,128;0,059;0,1;0,123
27.02.1990;0,769;0,099;0,048;0,081;0,103
28.02.1990;0,739;0,092;0,046;0,076;0,097
01.03.1990;0,733;0,09;0,045;0,075;0,096
02.03.1990;0,702;0,082;0,042;0,07;0,09
03.03.1990;0,697;0,081;0,042;0,069;0,089
04.03.1990;0,687;0,078;0,041;0,068;0,087
05.03.1990;0,536;0,04;0,027;0,043;0,06
06.03.1990;0,619;0,061;0,035;0,057;0,075
07.03.1990;0,64;0,067;0,037;0,06;0,079
08.03.1990;0,636;0,066;0,036;0,059;0,078
09.03.1990;0,639;0,066;0,037;0,06;0,079
10.03.1990;0,633;0,065;0,036;0,059;0,078
11.03.1990;0,64;0,067;0,037;0,06;0,079
12.03.1990;0,638;0,066;0,037;0,06;0,078
13.03.1990;0,642;0,067;0,037;0,06;0,079
14.03.1990;0,638;0,066;0,037;0,06;0,078
15.03.1990;0,64;0,067;0,037;0,06;0,079
16.03.1990;0,632;0,065;0,036;0,059;0,077
17.03.1990;0,616;0,06;0,035;0,056;0,074
18.03.1990;0,589;0,054;0,032;0,052;0,069
19.03.1990;0,849;0,119;0,056;0,094;0,117
20.03.1990;0,737;0,091;0,046;0,076;0,097
21.03.1990;0,618;0,061;0,035;0,056;0,075
22.03.1990;0,594;0,055;0,033;0,053;0,07
23.03.1990;0,588;0,053;0,032;0,052;0,069
24.03.1990;0,58;0,051;0,031;0,05;0,068
25.03.1990;0,577;0,051;0,031;0,05;0,067
26.03.1990;0,567;0,048;0,03;0,048;0,065
27.03.1990;0,566;0,048;0,03;0,048;0,065
28.03.1990;0,561;0,047;0,03;0,047;0,064
29.03.1990;0,554;0,045;0,029;0,046;0,063
30.03.1990;0,552;0,044;0,029;0,046;0,063
31.03.1990;0,55;0,044;0,029;0,045;0,062
01.04.1990;0,548;0,043;0,028;0,045;0,062
02.04.1990;0,793;0,105;0,051;0,085;0,107
03.04.1990;0,686;0,078;0,041;0,068;0,087
04.04.1990;0,562;0,047;0,03;0,047;0,064
05.04.1990;0,537;0,041;0,027;0,043;0,06
06.04.1990;0,534;0,04;0,027;0,043;0,059
07.04.1990;0,526;0,038;0,026;0,041;0,058
08.04.1990;0,52;0,036;0,026;0,04;0,057
09.04.1990;0,514;0,035;0,025;0,039;0,056
10.04.1990;0,51;0,034;0,025;0,039;0,055
11.04.1990;0,502;0,032;0,024;0,037;0,053
12.04.1990;0,513;0,035;0,025;0,039;0,055
13.04.1990;0,697;0,081;0,042;0,069;0,089
14.04.1990;0,591;0,054;0,032;0,052;0,07
15.04.1990;0,587;0,053;0,032;0,051;0,069
16.04.1990;0,527;0,038;0,027;0,042;0,058
17.04.1990;0,518;0,036;0,026;0,04;0,056
18.04.1990;0,519;0,036;0,026;0,04;0,057
19.04.1990;0,629;0,064;0,036;0,058;0,077
20.04.1990;0,535;0,04;0,027;0,043;0,059
21.04.1990;0,533;0,04;0,027;0,043;0,059
22.04.1990;0,505;0,033;0,025;0,038;0,054
23.04.1990;0,489;0,028;0,023;0,035;0,051
24.04.1990;0,482;0,027;0,022;0,034;0,05
25.04.1990;0,473;0,024;0,022;0,033;0,048
26.04.1990;0,466;0,023;0,021;0,032;0,047
27.04.1990;0,46;0,021;0,02;0,031;0,046
28.04.1990;0,457;0,02;0,02;0,03;0,045
29.04.1990;0,464;0,022;0,021;0,031;0,046
30.04.1990;0,443;0,017;0,019;0,028;0,042
01.05.1990;0,403;0,007;0,015;0,021;0,035
02.05.1990;0,438;0,016;0,018;0,027;0,042
03.05.1990;0,436;0,015;0,018;0,027;0,041
04.05.1990;0,432;0,014;0,018;0,026;0,04
05.05.1990;0,426;0,013;0,017;0,025;0,039
06.05.1990;0,431;0,014;0,018;0,026;0,04
07.05.1990;0,419;0,011;0,017;0,024;0,038
08.05.1990;0,416;0,01;0,016;0,023;0,038
09.05.1990;0,417;0,01;0,017;0,023;0,038
10.05.1990;0,462;0,022;0,021;0,031;0,046
11.05.1990;0,439;0,016;0,019;0,027;0,042
12.05.1990;0,444;0,017;0,019;0,028;0,043
13.05.1990;0,428;0,013;0,018;0,025;0,04
14.05.1990;0,418;0,011;0,017;0,024;0,038
15.05.1990;0,412;0,009;0,016;0,023;0,037
16.05.1990;0,404;0,007;0,015;0,021;0,035
17.05.1990;0,395;0,005;0,015;0,02;0,034
18.05.1990;0,394;0,005;0,014;0,02;0,033
19.05.1990;0,392;0,004;0,014;0,019;0,033
20.05.1990;0,393;0,004;0,014;0,02;0,033
21.05.1990;0,387;0,003;0,014;0,019;0,032
22.05.1990;0,381;0,001;0,013;0,018;0,031
23.05.1990;0,375;0;0,013;0,017;0,03
24.05.1990;0,372;0;0,013;0,016;0,029
25.05.1990;0,372;0;0,013;0,016;0,029
26.05.1990;0,371;0;0,012;0,016;0,029
27.05.1990;0,367;0;0,012;0,015;0,028
28.05.1990;0,364;0;0,012;0,015;0,028
29.05.1990;0,358;0;0,011;0,014;0,027
30.05.1990;0,362;0;0,012;0,014;0,028
31.05.1990;0,365;0;0,012;0,015;0,028
01.06.1990;0,375;0;0,013;0,017;0,03
02.06.1990;0,38;0,001;0,013;0,017;0,031
03.06.1990;0,438;0,016;0,018;0,027;0,042
04.06.1990;0,403;0,007;0,015;0,021;0,035
05.06.1990;0,375;0;0,013;0,017;0,03
06.06.1990;0,41;0,009;0,016;0,022;0,036
07.06.1990;0,389;0,003;0,014;0,019;0,033
08.06.1990;0,438;0,016;0,018;0,027;0,042
09.06.1990;0,449;0,018;0,019;0,029;0,044
10.06.1990;0,34;0;0,01;0,011;0,023
11.06.1990;0,373;0;0,013;0,016;0,03
12.06.1990;0,366;0;0,012;0,015;0,028
13.06.1990;0,364;0;0,012;0,015;0,028
14.06.1990;0,356;0;0,011;0,013;0,026
15.06.1990;0,351;0;0,011;0,013;0,026
16.06.1990;0,35;0;0,011;0,013;0,025
17.06.1990;0,346;0;0,01;0,012;0,025
18.06.1990;0,347;0;0,01;0,012;0,025
19.06.1990;0,342;0;0,01;0,011;0,024
20.06.1990;0,376;0;0,013;0,017;0,03
21.06.1990;0,454;0,02;0,02;0,03;0,045
22.06.1990;0,538;0,041;0,028;0,043;0,06
23.06.1990;0,388;0,003;0,014;0,019;0,032
24.06.1990;0,366;0;0,012;0,015;0,028
25.06.1990;0,35;0;0,011;0,013;0,025
26.06.1990;0,345;0;0,01;0,012;0,024
27.06.1990;0,331;0;0,009;0,009;0,022
28.06.1990;0,324;0;0,008;0,008;0,021
29.06.1990;0,323;0;0,008;0,008;0,02
30.06.1990;0,348;0;0,01;0,012;0,025
01.07.1990;0,405;0,007;0,015;0,022;0,035
02.07.1990;0,344;0;0,01;0,012;0,024
03.07.1990;0,315;0;0,007;0,007;0,019
04.07.1990;0,385;0,002;0,014;0,018;0,032
05.07.1990;0,355;0;0,011;0,013;0,026
06.07.1990;0,333;0;0,009;0,01;0,022
07.07.1990;0,506;0,033;0,025;0,038;0,054
08.07.1990;0,355;0;0,011;0,013;0,026
09.07.1990;0,325;0;0,008;0,008;0,021
10.07.1990;0,317;0;0,008;0,007;0,019
11.07.1990;0,306;0;0,007;0,005;0,017
12.07.1990;0,301;0;0,006;0,004;0,016
13.07.1990;0,285;0;0,005;0,002;0,013
14.07.1990;0,285;0;0,005;0,002;0,013
15.07.1990;0,286;0;0,005;0,002;0,014
16.07.1990;0,281;0;0,004;0,001;0,013
17.07.1990;0,28;0;0,004;0,001;0,012
18.07.1990;0,273;0;0,004;0;0,011
19.07.1990;0,271;0;0,003;0;0,011
20.07.1990;0,268;0;0,003;0;0,01
21.07.1990;0,266;0;0,003;0;0,01
22.07.1990;0,263;0;0,003;0;0,009
23.07.1990;0,26;0;0,002;0;0,009
24.07.1990;0,261;0;0,002;0;0,009
25.07.1990;0,262;0;0,003;0;0,009
26.07.1990;0,262;0;0,003;0;0,009
27.07.1990;0,266;0;0,003;0;0,01
28.07.1990;0,264;0;0,003;0;0,009
29.07.1990;0,261;0;0,002;0;0,009
30.07.1990;0,261;0;0,002;0;0,009
31.07.1990;0,26;0;0,002;0;0,009
01.08.1990;0,251;0;0,002;0;0,007
02.08.1990;0,247;0;0,001;0;0,006
03.08.1990;0,246;0;0,001;0;0,006
04.08.1990;0,24;0;0,001;0;0,005
05.08.1990;0,236;0;0;0;0,004
06.08.1990;0,235;0;0;0;0,004
07.08.1990;0,24;0;0,001;0;0,005
08.08.1990;0,239;0;0;0;0,005
09.08.1990;0,237;0;0;0;0,005
10.08.1990;0,236;0;0;0;0,004
