Time stamp;Hartham GS;Walkern Mill;Aston pump house;Frogmore;Watton at Stone
13.02.1996;1,18;0,203;0,086;0,149;0,178
14.02.1996;0,633;0,065;0,036;0,059;0,078
15.02.1996;0,531;0,039;0,027;0,042;0,059
16.02.1996;0,502;0,032;0,024;0,037;0,053
17.02.1996;0,495;0,03;0,024;0,036;0,052
18.02.1996;0,593;0,055;0,033;0,052;0,07
19.02.1996;0,514;0,035;0,025;0,039;0,056
20.02.1996;0,495;0,03;0,024;0,036;0,052
21.02.1996;0,474;0,025;0,022;0,033;0,048
22.02.1996;0,501;0,032;0,024;0,037;0,053
23.02.1996;0,511;0,034;0,025;0,039;0,055
24.02.1996;1,14;0,193;0,082;0,142;0,171
25.02.1996;1,96;0,399;0,156;0,277;0,322
26.02.1996;1,1;0,183;0,078;0,136;0,164
27.02.1996;0,638;0,066;0,037;0,06;0,078
28.02.1996;0,556;0,045;0,029;0,046;0,063
29.02.1996;0,528;0,038;0,027;0,042;0,058
01.03.1996;0,52;0,036;0,026;0,04;0,057
02.03.1996;0,552;0,044;0,029;0,046;0,063
03.03.1996;0,573;0,05;0,031;0,049;0,066
04.03.1996;0,58;0,051;0,031;0,05;0,068
05.03.1996;0,52;0,036;0,026;0,04;0,057
06.03.1996;0,502;0,032;0,024;0,037;0,053
07.03.1996;0,488;0,028;0,023;0,035;0,051
08.03.1996;0,495;0,03;0,024;0,036;0,052
09.03.1996;0,551;0,044;0,029;0,045;0,062
10.03.1996;0,482;0,027;0,022;0,034;0,05
11.03.1996;0,477;0,025;0,022;0,033;0,049
12.03.1996;0,47;0,024;0,021;0,032;0,047
13.03.1996;0,467;0,023;0,021;0,032;0,047
14.03.1996;0,474;0,025;0,022;0,033;0,048
15.03.1996;0,462;0,022;0,021;0,031;0,046
16.03.1996;0,459;0,021;0,02;0,03;0,045
17.03.1996;0,445;0,017;0,019;0,028;0,043
18.03.1996;0,441;0,016;0,019;0,027;0,042
19.03.1996;0,44;0,016;0,019;0,027;0,042
20.03.1996;0,454;0,02;0,02;0,03;0,045
21.03.1996;0,643;0,067;0,037;0,061;0,079
22.03.1996;0,528;0,038;0,027;0,042;0,058
23.03.1996;0,495;0,03;0,024;0,036;0,052
24.03.1996;0,44;0,016;0,019;0,027;0,042
25.03.1996;0,433;0,014;0,018;0,026;0,041
26.03.1996;0,428;0,013;0,018;0,025;0,04
27.03.1996;0,423;0,012;0,017;0,024;0,039
28.03.1996;0,422;0,012;0,017;0,024;0,039
29.03.1996;0,424;0,012;0,017;0,025;0,039
30.03.1996;0,415;0,01;0,016;0,023;0,037
31.03.1996;0,41;0,009;0,016;0,022;0,036
01.04.1996;0,399;0,006;0,015;0,021;0,034
02.04.1996;0,396;0,005;0,015;0,02;0,034
03.04.1996;0,392;0,004;0,014;0,019;0,033
04.04.1996;0,392;0,004;0,014;0,019;0,033
05.04.1996;0,394;0,005;0,014;0,02;0,033
06.04.1996;0,393;0,004;0,014;0,02;0,033
07.04.1996;0,392;0,004;0,014;0,019;0,033
08.04.1996;0,392;0,004;0,014;0,019;0,033
09.04.1996;0,389;0,003;0,014;0,019;0,033
10.04.1996;0,392;0,004;0,014;0,019;0,033
11.04.1996;0,389;0,003;0,014;0,019;0,033
12.04.1996;0,468;0,023;0,021;0,032;0,047
13.04.1996;0,522;0,037;0,026;0,041;0,057
14.04.1996;0,411;0,009;0,016;0,023;0,037
15.04.1996;0,396;0,005;0,015;0,02;0,034
16.04.1996;0,408;0,008;0,016;0,022;0,036
17.04.1996;0,4;0,006;0,015;0,021;0,035
18.04.1996;0,394;0,005;0,014;0,02;0,033
19.04.1996;0,392;0,004;0,014;0,019;0,033
20.04.1996;0,387;0,003;0,014;0,019;0,032
21.04.1996;0,373;0;0,013;0,016;0,03
22.04.1996;0,396;0,005;0,015;0,02;0,034
23.04.1996;0,475;0,025;0,022;0,033;0,048
24.04.1996;0,376;0;0,013;0,017;0,03
25.04.1996;0,369;0;0,012;0,016;0,029
26.04.1996;0,365;0;0,012;0,015;0,028
27.04.1996;0,351;0;0,011;0,013;0,026
28.04.1996;0,354;0;0,011;0,013;0,026
29.04.1996;0,353;0;0,011;0,013;0,026
30.04.1996;0,354;0;0,011;0,013;0,026
01.05.1996;0,365;0;0,012;0,015;0,028
02.05.1996;0,368;0;0,012;0,015;0,029
03.05.1996;0,357;0;0,011;0,014;0,027
04.05.1996;0,345;0;0,01;0,012;0,024
05.05.1996;0,343;0;0,01;0,011;0,024
06.05.1996;0,346;0;0,01;0,012;0,025
07.05.1996;0,341;0;0,01;0,011;0,024
08.05.1996;0,336;0;0,009;0,01;0,023
09.05.1996;0,336;0;0,009;0,01;0,023
10.05.1996;0,341;0;0,01;0,011;0,024
11.05.1996;0,338;0;0,009;0,011;0,023
12.05.1996;0,334;0;0,009;0,01;0,022
13.05.1996;0,331;0;0,009;0,009;0,022
14.05.1996;0,333;0;0,009;0,01;0,022
15.05.1996;0,332;0;0,009;0,01;0,022
16.05.1996;0,336;0;0,009;0,01;0,023
17.05.1996;0,382;0,002;0,013;0,018;0,031
18.05.1996;0,35;0;0,011;0,013;0,025
19.05.1996;0,359;0;0,011;0,014;0,027
20.05.1996;0,334;0;0,009;0,01;0,022
21.05.1996;0,328;0;0,009;0,009;0,021
22.05.1996;0,356;0;0,011;0,013;0,026
23.05.1996;0,378;0;0,013;0,017;0,031
24.05.1996;0,467;0,023;0,021;0,032;0,047
25.05.1996;0,377;0;0,013;0,017;0,03
26.05.1996;0,338;0;0,009;0,011;0,023
27.05.1996;0,351;0;0,011;0,013;0,026
28.05.1996;0,328;0;0,009;0,009;0,021
29.05.1996;0,328;0;0,009;0,009;0,021
30.05.1996;0,319;0;0,008;0,007;0,02
31.05.1996;0,313;0;0,007;0,006;0,019
01.06.1996;0,315;0;0,007;0,007;0,019
02.06.1996;0,309;0;0,007;0,006;0,018
03.06.1996;0,306;0;0,007;0,005;0,017
04.06.1996;0,302;0;0,006;0,005;0,016
05.06.1996;0,294;0;0,005;0,003;0,015
06.06.1996;0,289;0;0,005;0,002;0,014
07.06.1996;0,361;0;0,012;0,014;0,027
08.06.1996;0,448;0,018;0,019;0,029;0,043
09.06.1996;0,312;0;0,007;0,006;0,018
10.06.1996;0,295;0;0,006;0,003;0,015
11.06.1996;0,286;0;0,005;0,002;0,014
12.06.1996;0,277;0;0,004;0,001;0,012
13.06.1996;0,277;0;0,004;0,001;0,012
14.06.1996;0,281;0;0,004;0,001;0,013
15.06.1996;0,279;0;0,004;0,001;0,012
16.06.1996;0,278;0;0,004;0,001;0,012
17.06.1996;0,275;0;0,004;0;0,012
18.06.1996;0,272;0;0,003;0;0,011
19.06.1996;0,273;0;0,004;0;0,011
20.06.1996;0,279;0;0,004;0,001;0,012
21.06.1996;0,28;0;0,004;0,001;0,012
22.06.1996;0,271;0;0,003;0;0,011
23.06.1996;0,271;0;0,003;0;0,011
24.06.1996;0,268;0;0,003;0;0,01
25.06.1996;0,263;0;0,003;0;0,009
26.06.1996;0,261;0;0,002;0;0,009
27.06.1996;0,265;0;0,003;0;0,01
28.06.1996;0,273;0;0,004;0;0,011
29.06.1996;0,269;0;0,003;0;0,01
30.06.1996;0,266;0;0,003;0;0,01
01.07.1996;0,306;0;0,007;0,005;0,017
02.07.1996;0,332;0;0,009;0,01;0,022
03.07.1996;0,298;0;0,006;0,004;0,016
04.07.1996;0,3;0;0,006;0,004;0,016
05.07.1996;0,283;0;0,004;0,002;0,013
06.07.1996;0,297;0;0,006;0,004;0,016
07.07.1996;0,283;0;0,004;0,002;0,013
08.07.1996;0,264;0;0,003;0;0,009
09.07.1996;0,262;0;0,003;0;0,009
10.07.1996;0,259;0;0,002;0;0,009
11.07.1996;0,253;0;0,002;0;0,007
12.07.1996;0,257;0;0,002;0;0,008
13.07.1996;0,252;0;0,002;0;0,007
14.07.1996;0,252;0;0,002;0;0,007
15.07.1996;0,246;0;0,001;0;0,006
16.07.1996;0,244;0;0,001;0;0,006
17.07.1996;0,241;0;0,001;0;0,005
18.07.1996;0,242;0;0,001;0;0,005
19.07.1996;0,236;0;0;0;0,004
20.07.1996;0,241;0;0,001;0;0,005
21.07.1996;0,233;0;0;0;0,004
22.07.1996;0,228;0;0;0;0,003
23.07.1996;0,678;0,076;0,04;0,066;0,086
24.07.1996;0,846;0,118;0,055;0,094;0,117
25.07.1996;0,331;0;0,009;0,009;0,022
26.07.1996;0,304;0;0,006;0,005;0,017
27.07.1996;0,402;0,007;0,015;0,021;0,035
28.07.1996;0,293;0;0,005;0,003;0,015
29.07.1996;0,379;0,001;0,013;0,017;0,031
30.07.1996;0,283;0;0,004;0,002;0,013
31.07.1996;0,253;0;0,002;0;0,007
01.08.1996;0,239;0;0;0;0,005
02.08.1996;0,237;0;0;0;0,005
03.08.1996;0,233;0;0;0;0,004
04.08.1996;0,226;0;0;0;0,002
05.08.1996;0,219;0;0;0;0,001
06.08.1996;0,216;0;0;0;0,001
07.08.1996;0,214;0;0;0;0
08.08.1996;0,21;0;0;0;0
09.08.1996;0,219;0;0;0;0,001
10.08.1996;0,307;0;0,007;0,005;0,017
11.08.1996;0,411;0,009;0,016;0,023;0,037
12.08.1996;0,354;0;0,011;0,013;0,026
13.08.1996;0,271;0;0,003;0;0,011
14.08.1996;0,246;0;0,001;0;0,006
15.08.1996;0,231;0;0;0;0,003
16.08.1996;0,225;0;0;0;0,002
17.08.1996;0,218;0;0;0;0,001
18.08.1996;0,213;0;0;0;0
19.08.1996;0,206;0;0;0;0
20.08.1996;0,205;0;0;0;0
21.08.1996;0,202;0;0;0;0
22.08.1996;0,209;0;0;0;0
23.08.1996;0,453;0,019;0,02;0,029;0,044
24.08.1996;0,304;0;0,006;0,005;0,017
25.08.1996;0,281;0;0,004;0,001;0,013
26.08.1996;0,249;0;0,001;0;0,007
27.08.1996;0,292;0;0,005;0,003;0,015
28.08.1996;0,25;0;0,001;0;0,007
29.08.1996;0,311;0;0,007;0,006;0,018
30.08.1996;0,269;0;0,003;0;0,01
31.08.1996;0,24;0;0,001;0;0,005
01.09.1996;0,226;0;0;0;0,002
02.09.1996;0,227;0;0;0;0,003
03.09.1996;0,226;0;0;0;0,002
04.09.1996;0,228;0;0;0;0,003
05.09.1996;0,222;0;0;0;0,002
06.09.1996;0,217;0;0;0;0,001
07.09.1996;0,205;0;0;0;0
08.09.1996;0,198;0;0;0;0
09.09.1996;0,198;0;0;0;0
10.09.1996;0,197;0;0;0;0
11.09.1996;0,196;0;0;0;0
12.09.1996;0,194;0;0;0;0
13.09.1996;0,187;0;0;0;0
14.09.1996;0,193;0;0;0;0
15.09.1996;0,194;0;0;0;0
16.09.1996;0,194;0;0;0;0
17.09.1996;0,186;0;0;0;0
18.09.1996;0,185;0;0;0;0
19.09.1996;0,187;0;0;0;0
20.09.1996;0,187;0;0;0;0
21.09.1996;0,184;0;0;0;0
22.09.1996;0,186;0;0;0;0
23.09.1996;0,186;0;0;0;0
24.09.1996;0,189;0;0;0;0
25.09.1996;0,187;0;0;0;0
26.09.1996;0,188;0;0;0;0
27.09.1996;0,187;0;0;0;0
28.09.1996;0,185;0;0;0;0
29.09.1996;0,192;0;0;0;0
30.09.1996;0,202;0;0;0;0
01.10.1996;0,195;0;0;0;0
02.10.1996;0,195;0;0;0;0
03.10.1996;0,183;0;0;0;0
04.10.1996;0,185;0;0;0;0
05.10.1996;0,18;0;0;0;0
06.10.1996;0,179;0;0;0;0
07.10.1996;0,183;0;0;0;0
08.10.1996;0,186;0;0;0;0
09.10.1996;0,189;0;0;0;0
10.10.1996;0,199;0;0;0;0
10.11.1996;0,191;0;0;0;0
10.12.1996;0,19;0;0;0;0
13.10.1996;0,185;0;0;0;0
14.10.1996;0,192;0;0;0;0
15.10.1996;0,196;0;0;0;0
16.10.1996;0,205;0;0;0;0
17.10.1996;0,188;0;0;0;0
18.10.1996;0,23;0;0;0;0,003
19.10.1996;0,211;0;0;0;0
20.10.1996;0,209;0;0;0;0
21.10.1996;0,246;0;0,001;0;0,006
22.10.1996;0,196;0;0;0;0
23.10.1996;0,187;0;0;0;0
24.10.1996;0,186;0;0;0;0
25.10.1996;0,182;0;0;0;0
26.10.1996;0,18;0;0;0;0
27.10.1996;0,253;0;0,002;0;0,007
28.10.1996;0,246;0;0,001;0;0,006
29.10.1996;0,235;0;0;0;0,004
30.10.1996;0,211;0;0;0;0
31.10.1996;0,24;0;0,001;0;0,005
01.11.1996;0,262;0;0,003;0;0,009
02.11.1996;0,208;0;0;0;0
03.11.1996;0,24;0;0,001;0;0,005
04.11.1996;0,69;0,079;0,041;0,068;0,088
05.11.1996;0,278;0;0,004;0,001;0,012
06.11.1996;0,235;0;0;0;0,004
07.11.1996;0,224;0;0;0;0,002
08.11.1996;0,228;0;0;0;0,003
09.11.1996;0,228;0;0;0;0,003
11.10.1996;0,477;0,025;0,022;0,033;0,049
11.11.1996;0,271;0;0,003;0;0,011
11.12.1996;0,376;0;0,013;0,017;0,03
13.11.1996;0,27;0;0,003;0;0,011
14.11.1996;0,224;0;0;0;0,002
15.11.1996;0,218;0;0;0;0,001
16.11.1996;0,225;0;0;0;0,002
17.11.1996;0,593;0,055;0,033;0,052;0,07
18.11.1996;0,477;0,025;0,022;0,033;0,049
19.11.1996;0,683;0,077;0,041;0,067;0,087
20.11.1996;0,543;0,042;0,028;0,044;0,061
21.11.1996;0,315;0;0,007;0,007;0,019
22.11.1996;0,265;0;0,003;0;0,01
23.11.1996;0,241;0;0,001;0;0,005
24.11.1996;0,45;0,019;0,02;0,029;0,044
25.11.1996;0,436;0,015;0,018;0,027;0,041
26.11.1996;0,302;0;0,006;0,005;0,016
27.11.1996;0,26;0;0,002;0;0,009
28.11.1996;0,254;0;0,002;0;0,008
29.11.1996;0,377;0;0,013;0,017;0,03
30.11.1996;0,281;0;0,004;0,001;0,013
01.12.1996;0,258;0;0,002;0;0,008
02.12.1996;0,252;0;0,002;0;0,007
03.12.1996;0,602;0,057;0,033;0,054;0,072
04.12.1996;0,315;0;0,007;0,007;0,019
05.12.1996;0,261;0;0,002;0;0,009
06.12.1996;0,248;0;0,001;0;0,007
07.12.1996;0,241;0;0,001;0;0,005
08.12.1996;0,239;0;0;0;0,005
09.12.1996;0,232;0;0;0;0,004
12.10.1996;0,23;0;0;0;0,003
12.11.1996;0,228;0;0;0;0,003
12.12.1996;0,224;0;0;0;0,002
13.12.1996;0,224;0;0;0;0,002
14.12.1996;0,218;0;0;0;0,001
15.12.1996;0,216;0;0;0;0,001
16.12.1996;0,216;0;0;0;0,001
17.12.1996;0,216;0;0;0;0,001
18.12.1996;0,219;0;0;0;0,001
19.12.1996;0,264;0;0,003;0;0,009
20.12.1996;0,247;0;0,001;0;0,006
21.12.1996;0,22;0;0;0;0,001
22.12.1996;0,218;0;0;0;0,001
23.12.1996;0,216;0;0;0;0,001
24.12.1996;0,211;0;0;0;0
25.12.1996;0,209;0;0;0;0
26.12.1996;0,203;0;0;0;0
27.12.1996;0,206;0;0;0;0
28.12.1996;0,205;0;0;0;0
29.12.1996;0,207;0;0;0;0
30.12.1996;0,206;0;0;0;0
31.12.1996;0,202;0;0;0;0
01.01.1997;0,199;0;0;0;0
02.01.1997;0,199;0;0;0;0
03.01.1997;0,197;0;0;0;0
04.01.1997;0,195;0;0;0;0
05.01.1997;0,194;0;0;0;0
06.01.1997;0,194;0;0;0;0
07.01.1997;0,192;0;0;0;0
08.01.1997;0,191;0;0;0;0
09.01.1997;0,19;0;0;0;0
10.01.1997;0,19;0;0;0;0
11.01.1997;0,191;0;0;0;0
12.01.1997;0,197;0;0;0;0
13.01.1997;0,198;0;0;0;0
14.01.1997;0,194;0;0;0;0
15.01.1997;0,196;0;0;0;0
16.01.1997;0,196;0;0;0;0
17.01.1997;0,196;0;0;0;0
18.01.1997;0,199;0;0;0;0
19.01.1997;0,204;0;0;0;0
20.01.1997;0,21;0;0;0;0
21.01.1997;0,212;0;0;0;0
22.01.1997;0,311;0;0,007;0,006;0,018
23.01.1997;0,248;0;0,001;0;0,007
24.01.1997;0,225;0;0;0;0,002
25.01.1997;0,213;0;0;0;0
26.01.1997;0,206;0;0;0;0
27.01.1997;0,203;0;0;0;0
28.01.1997;0,201;0;0;0;0
29.01.1997;0,199;0;0;0;0
30.01.1997;0,195;0;0;0;0
31.01.1997;0,195;0;0;0;0
01.02.1997;0,194;0;0;0;0
02.02.1997;0,194;0;0;0;0
03.02.1997;0,194;0;0;0;0
04.02.1997;0,197;0;0;0;0
05.02.1997;0,203;0;0;0;0
06.02.1997;0,198;0;0;0;0
07.02.1997;0,197;0;0;0;0
08.02.1997;0,194;0;0;0;0
09.02.1997;0,193;0;0;0;0
10.02.1997;0,233;0;0;0;0,004
11.02.1997;0,312;0;0,007;0,006;0,018
12.02.1997;0,363;0;0,012;0,015;0,028
13.02.1997;0,375;0;0,013;0,017;0,03
14.02.1997;0,268;0;0,003;0;0,01
15.02.1997;0,24;0;0,001;0;0,005
16.02.1997;0,239;0;0;0;0,005
17.02.1997;0,313;0;0,007;0,006;0,019
18.02.1997;0,649;0,069;0,038;0,062;0,08
19.02.1997;0,386;0,003;0,014;0,018;0,032
20.02.1997;0,342;0;0,01;0,011;0,024
21.02.1997;0,272;0;0,003;0;0,011
22.02.1997;0,257;0;0,002;0;0,008
23.02.1997;0,254;0;0,002;0;0,008
24.02.1997;0,752;0,095;0,047;0,078;0,099
25.02.1997;1,26;0,223;0,093;0,162;0,193
26.02.1997;0,621;0,062;0,035;0,057;0,075
27.02.1997;0,37;0;0,012;0,016;0,029
28.02.1997;0,33;0;0,009;0,009;0,022
01.03.1997;0,31;0;0,007;0,006;0,018
02.03.1997;0,302;0;0,006;0,005;0,016
03.03.1997;0,293;0;0,005;0,003;0,015
04.03.1997;0,293;0;0,005;0,003;0,015
05.03.1997;0,298;0;0,006;0,004;0,016
06.03.1997;0,289;0;0,005;0,002;0,014
07.03.1997;0,279;0;0,004;0,001;0,012
08.03.1997;0,268;0;0,003;0;0,01
09.03.1997;0,261;0;0,002;0;0,009
10.03.1997;0,258;0;0,002;0;0,008
11.03.1997;0,251;0;0,002;0;0,007
12.03.1997;0,25;0;0,001;0;0,007
13.03.1997;0,248;0;0,001;0;0,007
14.03.1997;0,248;0;0,001;0;0,007
15.03.1997;0,245;0;0,001;0;0,006
16.03.1997;0,241;0;0,001;0;0,005
17.03.1997;0,238;0;0;0;0,005
18.03.1997;0,242;0;0,001;0;0,005
19.03.1997;0,233;0;0;0;0,004
20.03.1997;0,232;0;0;0;0,004
21.03.1997;0,227;0;0;0;0,003
22.03.1997;0,226;0;0;0;0,002
23.03.1997;0,232;0;0;0;0,004
24.03.1997;0,231;0;0;0;0,003
25.03.1997;0,223;0;0;0;0,002
26.03.1997;0,217;0;0;0;0,001
27.03.1997;0,216;0;0;0;0,001
28.03.1997;0,209;0;0;0;0
29.03.1997;0,209;0;0;0;0
30.03.1997;0,207;0;0;0;0
31.03.1997;0,209;0;0;0;0
01.04.1997;0,209;0;0;0;0
02.04.1997;0,211;0;0;0;0
03.04.1997;0,208;0;0;0;0
04.04.1997;0,203;0;0;0;0
05.04.1997;0,197;0;0;0;0
06.04.1997;0,194;0;0;0;0
07.04.1997;0,195;0;0;0;0
08.04.1997;0,194;0;0;0;0
09.04.1997;0,191;0;0;0;0
10.04.1997;0,192;0;0;0;0
11.04.1997;0,19;0;0;0;0
12.04.1997;0,191;0;0;0;0
13.04.1997;0,192;0;0;0;0
14.04.1997;0,191;0;0;0;0
15.04.1997;0,188;0;0;0;0
16.04.1997;0,192;0;0;0;0
17.04.1997;0,185;0;0;0;0
18.04.1997;0,186;0;0;0;0
19.04.1997;0,183;0;0;0;0
20.04.1997;0,183;0;0;0;0
21.04.1997;0,183;0;0;0;0
22.04.1997;0,182;0;0;0;0
23.04.1997;0,182;0;0;0;0
24.04.1997;0,183;0;0;0;0
25.04.1997;0,199;0;0;0;0
26.04.1997;0,271;0;0,003;0;0,011
27.04.1997;0,264;0;0,003;0;0,009
28.04.1997;0,222;0;0;0;0,002
29.04.1997;0,235;0;0;0;0,004
30.04.1997;0,196;0;0;0;0
01.05.1997;0,186;0;0;0;0
02.05.1997;0,183;0;0;0;0
03.05.1997;0,181;0;0;0;0
04.05.1997;0,178;0;0;0;0
05.05.1997;0,193;0;0;0;0
06.05.1997;0,28;0;0,004;0,001;0,012
07.05.1997;0,206;0;0;0;0
08.05.1997;0,205;0;0;0;0
09.05.1997;0,215;0;0;0;0
10.05.1997;0,233;0;0;0;0,004
11.05.1997;0,193;0;0;0;0
12.05.1997;0,252;0;0,002;0;0,007
13.05.1997;0,206;0;0;0;0
14.05.1997;0,183;0;0;0;0
15.05.1997;0,181;0;0;0;0
16.05.1997;0,189;0;0;0;0
17.05.1997;0,193;0;0;0;0
18.05.1997;0,185;0;0;0;0
19.05.1997;0,212;0;0;0;0
20.05.1997;0,257;0;0,002;0;0,008
21.05.1997;0,26;0;0,002;0;0,009
22.05.1997;0,211;0;0;0;0
23.05.1997;0,203;0;0;0;0
24.05.1997;0,197;0;0;0;0
25.05.1997;0,188;0;0;0;0
26.05.1997;0,179;0;0;0;0
27.05.1997;0,174;0;0;0;0
28.05.1997;0,167;0;0;0;0
29.05.1997;0,166;0;0;0;0
30.05.1997;0,162;0;0;0;0
31.05.1997;0,16;0;0;0;0
01.06.1997;0,155;0;0;0;0
02.06.1997;0,155;0;0;0;0
03.06.1997;0,156;0;0;0;0
04.06.1997;0,155;0;0;0;0
05.06.1997;0,155;0;0;0;0
06.06.1997;0,182;0;0;0;0
07.06.1997;0,19;0;0;0;0
08.06.1997;0,214;0;0;0;0
09.06.1997;0,195;0;0;0;0
10.06.1997;0,165;0;0;0;0
11.06.1997;0,331;0;0,009;0,009;0,022
12.06.1997;0,409;0,008;0,016;0,022;0,036
13.06.1997;0,203;0;0;0;0
14.06.1997;0,251;0;0,002;0;0,007
15.06.1997;0,207;0;0;0;0
16.06.1997;0,37;0;0,012;0,016;0,029
17.06.1997;0,267;0;0,003;0;0,01
18.06.1997;0,201;0;0;0;0
19.06.1997;0,257;0;0,002;0;0,008
20.06.1997;0,23;0;0;0;0,003
21.06.1997;0,323;0;0,008;0,008;0,02
22.06.1997;0,347;0;0,01;0,012;0,025
23.06.1997;0,243;0;0,001;0;0,006
24.06.1997;0,207;0;0;0;0
25.06.1997;0,335;0;0,009;0,01;0,023
26.06.1997;0,689;0,079;0,041;0,068;0,088
27.06.1997;1,2;0,208;0,088;0,152;0,182
28.06.1997;0,602;0,057;0,033;0,054;0,072
29.06.1997;0,303;0;0,006;0,005;0,017
30.06.1997;0,255;0;0,002;0;0,008
01.07.1997;0,23;0;0;0;0,003
02.07.1997;0,22;0;0;0;0,001
03.07.1997;0,217;0;0;0;0,001
04.07.1997;0,222;0;0;0;0,002
05.07.1997;0,213;0;0;0;0
06.07.1997;0,204;0;0;0;0
07.07.1997;0,195;0;0;0;0
08.07.1997;0,204;0;0;0;0
09.07.1997;0,201;0;0;0;0
10.07.1997;0,186;0;0;0;0
11.07.1997;0,18;0;0;0;0
12.07.1997;0,177;0;0;0;0
13.07.1997;0,18;0;0;0;0
14.07.1997;0,177;0;0;0;0
15.07.1997;0,174;0;0;0;0
16.07.1997;0,174;0;0;0;0
17.07.1997;0,183;0;0;0;0
18.07.1997;0,199;0;0;0;0
19.07.1997;0,206;0;0;0;0
20.07.1997;0,176;0;0;0;0
21.07.1997;0,17;0;0;0;0
22.07.1997;0,163;0;0;0;0
23.07.1997;0,16;0;0;0;0
24.07.1997;0,159;0;0;0;0
25.07.1997;0,155;0;0;0;0
26.07.1997;0,183;0;0;0;0
27.07.1997;0,164;0;0;0;0
28.07.1997;0,159;0;0;0;0
29.07.1997;0,155;0;0;0;0
30.07.1997;0,151;0;0;0;0
31.07.1997;0,179;0;0;0;0
01.08.1997;0,39;0,004;0,014;0,019;0,033
02.08.1997;0,212;0;0;0;0
03.08.1997;0,183;0;0;0;0
04.08.1997;0,178;0;0;0;0
05.08.1997;0,17;0;0;0;0
06.08.1997;0,161;0;0;0;0
07.08.1997;0,156;0;0;0;0
08.08.1997;0,153;0;0;0;0
09.08.1997;0,152;0;0;0;0
10.08.1997;0,147;0;0;0;0
11.08.1997;0,144;0;0;0;0
12.08.1997;0,153;0;0;0;0
13.08.1997;0,152;0;0;0;0
14.08.1997;0,144;0;0;0;0
15.08.1997;0,143;0;0;0;0
16.08.1997;0,141;0;0;0;0
17.08.1997;0,138;0;0;0;0
18.08.1997;0,137;0;0;0;0
19.08.1997;0,137;0;0;0;0
20.08.1997;0,137;0;0;0;0
21.08.1997;0,135;0;0;0;0
22.08.1997;0,134;0;0;0;0
23.08.1997;0,136;0;0;0;0
24.08.1997;0,139;0;0;0;0
25.08.1997;0,153;0;0;0;0
26.08.1997;0,144;0;0;0;0
27.08.1997;0,233;0;0;0;0,004
28.08.1997;0,261;0;0,002;0;0,009
29.08.1997;0,212;0;0;0;0
30.08.1997;0,437;0,015;0,018;0,027;0,041
31.08.1997;0,222;0;0;0;0,002
01.09.1997;0,176;0;0;0;0
02.09.1997;0,169;0;0;0;0
03.09.1997;0,171;0;0;0;0
04.09.1997;0,162;0;0;0;0
05.09.1997;0,16;0;0;0;0
06.09.1997;0,157;0;0;0;0
07.09.1997;0,156;0;0;0;0
08.09.1997;0,152;0;0;0;0
09.09.1997;0,151;0;0;0;0
10.09.1997;0,15;0;0;0;0
11.09.1997;0,151;0;0;0;0
12.09.1997;0,162;0;0;0;0
13.09.1997;0,145;0;0;0;0
14.09.1997;0,145;0;0;0;0
15.09.1997;0,137;0;0;0;0
16.09.1997;0,137;0;0;0;0
17.09.1997;0,137;0;0;0;0
18.09.1997;0,135;0;0;0;0
19.09.1997;0,132;0;0;0;0
20.09.1997;0,137;0;0;0;0
21.09.1997;0,137;0;0;0;0
22.09.1997;0,127;0;0;0;0
23.09.1997;0,12;0;0;0;0
24.09.1997;0,128;0;0;0;0
25.09.1997;0,125;0;0;0;0
26.09.1997;0,126;0;0;0;0
27.09.1997;0,132;0;0;0;0
28.09.1997;0,132;0;0;0;0
29.09.1997;0,127;0;0;0;0
30.09.1997;0,138;0;0;0;0
01.10.1997;0,134;0;0;0;0
02.10.1997;0,129;0;0;0;0
03.10.1997;0,136;0;0;0;0
04.10.1997;0,133;0;0;0;0
05.10.1997;0,135;0;0;0;0
06.10.1997;0,158;0;0;0;0
07.10.1997;0,158;0;0;0;0
08.10.1997;0,175;0;0;0;0
09.10.1997;0,163;0;0;0;0
10.10.1997;0,186;0;0;0;0
10.11.1997;0,329;0;0,009;0,009;0,021
10.12.1997;0,327;0;0,008;0,009;0,021
13.10.1997;0,178;0;0;0;0
14.10.1997;0,188;0;0;0;0
15.10.1997;0,246;0;0,001;0;0,006
16.10.1997;0,189;0;0;0;0
17.10.1997;0,174;0;0;0;0
18.10.1997;0,169;0;0;0;0
19.10.1997;0,167;0;0;0;0
20.10.1997;0,159;0;0;0;0
21.10.1997;0,156;0;0;0;0
22.10.1997;0,156;0;0;0;0
23.10.1997;0,154;0;0;0;0
24.10.1997;0,15;0;0;0;0
25.10.1997;0,15;0;0;0;0
26.10.1997;0,153;0;0;0;0
27.10.1997;0,147;0;0;0;0
28.10.1997;0,143;0;0;0;0
29.10.1997;0,146;0;0;0;0
30.10.1997;0,15;0;0;0;0
31.10.1997;0,155;0;0;0;0
01.11.1997;0,156;0;0;0;0
02.11.1997;0,156;0;0;0;0
03.11.1997;0,159;0;0;0;0
04.11.1997;0,166;0;0;0;0
05.11.1997;0,183;0;0;0;0
06.11.1997;0,18;0;0;0;0
07.11.1997;0,204;0;0;0;0
08.11.1997;0,176;0;0;0;0
09.11.1997;0,176;0;0;0;0
11.10.1997;0,173;0;0;0;0
